tracking_id	Day0_1_0	Day0_2_0	Day2_1_0	Day2_2_0	Day5_1_0	Day5_2_0	Day14_1_0	Day14_2_0	Fetal_27195_0	Fetal_27197_0
ENSG00000000003	62.054	73.6326	79.6225	86.0844	118.741	101.586	88.7389	83.6198	29.7091	23.0765
ENSG00000000005	2.33668	2.68779	0.851574	1.17471	0.235507	0.349346	0.410031	0.455172	2.58944	0.775921
ENSG00000000419	43.2995	54.3376	43.0357	43.4881	30.9739	30.4298	31.966	32.5374	22.1828	18.254
ENSG00000000457	3.42733	3.68771	4.33792	5.27854	6.53914	5.27657	4.9119	5.22557	7.11858	5.86556
ENSG00000000460	17.3848	20.2826	11.949	9.39917	11.3422	11.9478	3.49415	2.04552	7.146	8.97496
ENSG00000000938	0.179416	0.0942856	0.0649142	0.0813968	0.0104568	0.0451591	0	0.0304056	0.304999	0.962307
ENSG00000000971	0	0	0.00898645	0.00710471	0	0	0	0	13.208	18.1066
ENSG00000001036	32.1342	37.2327	36.2027	31.4452	28.5846	26.088	27.578	32.1194	25.5725	17.4758
ENSG00000001084	14.4051	16.1142	21.3471	23.3428	11.503	13.9217	14.2026	13.4788	7.52034	9.88336
ENSG00000001167	12.109	7.30487	8.46982	9.41272	10.0071	12.3035	6.86932	3.99499	11.5833	12.2342
ENSG00000001460	4.08364	3.8978	6.05596	5.24566	4.62508	3.79864	3.37462	4.0741	3.0843	5.11467
ENSG00000001461	4.13378	5.17199	2.41212	2.06694	5.73429	4.96918	15.0217	14.6461	10.6249	7.3339
ENSG00000001497	32.7596	35.0367	28.7726	25.1648	22.2018	23.3951	17.9858	16.9713	10.7629	11.5812
ENSG00000001561	2.53337	1.9302	2.22167	2.07455	3.26286	3.79688	5.76302	6.69904	5.6079	3.89442
ENSG00000001617	40.0419	22.0923	95.5997	118.766	21.5229	20.6317	3.2699	5.02065	4.18813	13.1851
ENSG00000001626	0.214842	0.542777	0.00988519	0	0.473378	0.439842	1.30209	0.170445	0.481864	0.69898
ENSG00000001629	16.8452	17.234	16.0632	19.2224	18.1752	18.9584	15.1443	17.1607	19.7799	16.507
ENSG00000001630	99.4375	110.036	75.2685	75.183	47.733	39.3685	49.3647	87.8829	23.393	23.385
ENSG00000001631	16.2701	18.2339	23.7047	23.5742	22.692	22.6389	22.3288	20.1814	23.3956	24.417
ENSG00000002016	7.21128	7.1418	7.48835	7.89144	7.62979	8.1801	4.89109	5.29412	10.3555	11.626
ENSG00000002330	16.4011	17.6788	24.5536	28.3947	20.9088	14.5768	54.61	54.3043	43.7218	35.4503
ENSG00000002549	30.2625	34.8835	28.7515	30.1419	20.3875	19.8993	48.7481	50.4794	26.7176	18.6492
ENSG00000002586	19.9566	18.6592	63.7558	67.0771	165.404	158.61	225.226	162.864	104.939	111.134
ENSG00000002587	0.445211	0.397526	2.7906	3.2104	2.34415	1.90391	0.23784	0.00469881	2.90356	2.70258
ENSG00000002726	0.211299	0.350351	0	0.0409987	0.487459	0.451478	0.121417	0.0574763	0	0.0170907
ENSG00000002745	0.0123291	0.0115464	0	0.0249052	1.21999	0.393037	0.0307698	0.0279238	0.0542928	0.220745
ENSG00000002746	1.74894	1.69268	0.716628	1.19485	0.085878	0.128443	0.0133043	0.231575	0.0764353	0.098505
ENSG00000002822	12.7245	15.2614	17.7382	20.3124	16.1975	14.7677	21.2454	17.2843	13.6724	12.9317
ENSG00000002834	51.7991	65.0547	58.4327	65.1151	36.6855	33.5985	23.0038	16.5246	35.4248	61.7565
ENSG00000002919	10.6978	10.2201	6.68757	7.46684	7.02971	7.00272	10.7487	11.5183	6.51097	5.53149
ENSG00000002933	0.117794	0.198515	0	0.0430288	0.426701	0.61637	2.31095	3.31543	5.87362	10.6661
ENSG00000003056	64.5204	60.5578	59.0542	51.092	50.6191	47.3084	49.6561	44.5545	36.7612	36.5173
ENSG00000003096	5.77308	6.90378	3.48619	2.40239	5.9301	6.40993	13.0338	12.247	72.0513	39.4469
ENSG00000003137	0.77537	0.170232	0.257633	0.106778	0.0708164	0.346287	0.410311	0.970317	6.19518	10.1976
ENSG00000003147	11.9324	14.3922	7.14136	6.74716	13.3078	13.3455	10.7134	13.705	27.8566	25.0469
ENSG00000003249	15.5803	22.4691	10.1742	6.64091	4.16436	4.47982	3.16212	3.54094	3.41671	2.94864
ENSG00000003393	17.5703	15.9659	19.2955	20.8259	17.3755	16.2302	29.4475	23.4477	21.8427	17.0589
ENSG00000003400	1.79517	2.62456	2.88972	2.82754	3.57112	2.71157	0.954769	0.148837	5.4641	6.01873
ENSG00000003402	3.92764	4.16778	31.307	38.469	29.8099	33.7665	18.9601	24.5201	68.7883	60.71
ENSG00000003436	1.83168	2.91865	4.44985	6.13873	24.7073	20.5762	12.6043	3.3133	81.0479	73.151
ENSG00000003509	21.2649	21.5368	16.0295	15.6276	13.8148	13.6251	11.9063	13.0555	12.8328	11.0775
ENSG00000003756	39.8951	38.7127	66.2798	66.4815	67.7631	74.2212	61.9475	71.3493	111.313	128.419
ENSG00000003987	3.81234	2.53105	1.28494	0.755974	1.68948	1.60772	0.89863	0.712706	0.35667	1.22865
ENSG00000003989	15.9412	14.2954	9.30793	11.3636	146.363	146.6	27.3015	14.9355	8.38108	8.41659
ENSG00000004059	87.6831	83.2089	125.31	116.626	108.544	88.8372	100.623	95.4612	63.0298	61.1032
ENSG00000004139	2.03708	2.83589	0.693601	0.816298	0.722181	0.62964	3.53109	3.45828	4.55594	6.1563
ENSG00000004142	38.0633	43.5908	37.9299	35.8951	36.6357	31.466	51.8497	54.5102	42.9886	31.8722
ENSG00000004399	12.6606	12.7835	21.9169	19.2365	14.6602	19.0176	4.12535	4.37542	62.9333	64.6681
ENSG00000004455	79.1474	69.0536	68.4484	73.3058	39.3199	39.3179	64.4672	86.8476	76.2364	61.1547
ENSG00000004468	0.116391	0.10909	0.0254056	0.0408104	0.0349458	0.0650397	0	0	0.575253	1.75573
ENSG00000004478	99.8779	131.995	54.5054	44.643	41.1982	41.9062	45.0775	61.0938	29.7298	24.0215
ENSG00000004487	170.887	185.895	129.042	111.827	120.826	118.624	69.7706	75.8139	56.4543	47.3977
ENSG00000004534	34.2844	30.2239	27.1248	29.0811	36.258	35.224	20.1831	24.9206	37.5949	45.902
ENSG00000004660	2.65007	2.57269	0.798066	0.789836	1.07233	1.05264	1.57496	2.2896	5.0515	3.66287
ENSG00000004700	30.2371	34.6462	24.6472	21.369	24.1134	23.2788	11.4771	11.666	17.3906	18.6342
ENSG00000004766	4.95059	5.35322	6.16898	5.4304	7.3506	7.55215	12.6305	13.6505	16.0154	16.3442
ENSG00000004776	0.208184	0.117632	0.0950802	0.161106	0.31035	0.310992	0.459669	0.574178	10.4192	15.143
ENSG00000004777	4.09049	3.84848	5.4748	6.24691	6.60878	4.87316	2.26088	3.46235	13.8354	14.7814
ENSG00000004779	155.459	173.356	129.153	118.688	113.96	99.3808	224.609	211.715	208.839	114.095
ENSG00000004799	0	0.017486	0.0974652	0.127944	0.0406926	0	0.545152	0.196866	17.0346	9.20504
ENSG00000004809	0.123685	0.174793	0	0.0842324	0.225077	0.0397154	0.0234006	0.0335569	0	0.130317
ENSG00000004838	0.263635	0.251494	1.00411	0.740193	0.214175	0.153201	0.291723	0.08573	1.21632	0.9575
ENSG00000004846	0.0219049	0.00554389	0.101441	0	0	0	0	0	0.0172311	0.0571527
ENSG00000004848	0	0	0	0	0	0	0	0	0	0.0417417
ENSG00000004864	53.3124	58.3846	69.3674	67.9171	35.1528	34.2101	35.2253	31.0757	18.6932	14.0941
ENSG00000004866	8.45546	8.44882	5.04222	3.6304	6.41916	6.9051	24.7669	21.6528	32.9855	31.6135
ENSG00000004897	34.6558	36.0077	31.8183	34.2525	44.4628	42.3921	45.5803	34.9615	42.3878	38.4275
ENSG00000004939	0.0537455	0.0316811	0.0656204	0.049779	0.0123595	0.0201475	0	0	6.42479	12.38
ENSG00000004948	3.51649	3.31507	100.191	52.4733	1.0665	0.905854	0.0139672	0.0302904	0	0.0294193
ENSG00000004961	14.5701	18.4883	10.8773	9.15081	11.6712	11.7359	25.8432	26.8834	15.7456	12.2543
ENSG00000004975	26.2203	27.2217	45.106	53.3889	46.5952	41.5369	31.6084	32.3885	32.793	33.5554
ENSG00000005001	0.758816	0.832104	3.20181	6.13912	0.50988	0.923611	1.04447	0	0.0962618	0.369435
ENSG00000005007	28.9132	32.5763	26.6924	26.2417	26.1691	26.2381	25.1894	24.6176	24.1061	28.1263
ENSG00000005020	1.47714	2.99353	3.06318	2.52268	1.48386	0.832775	1.40691	0.606532	1.47251	4.399
ENSG00000005022	338.435	296.742	264.671	268.99	164.821	153.695	335.093	368.714	261.887	189.564
ENSG00000005059	8.6255	10.6243	18.9492	30.4224	7.05406	3.58653	1.77055	3.29037	3.00238	2.69461
ENSG00000005073	0	0	0	0	0	0	0	0	0	0
ENSG00000005075	27.6879	31.4855	26.1914	26.4207	25.45	22.9595	29.827	30.2704	30.2403	20.0192
ENSG00000005100	13.8215	11.3848	9.50278	7.83711	8.98825	10.2533	5.45616	5.19688	5.71915	6.61652
ENSG00000005102	0.0269969	0.0229979	0.208842	0.0508491	0.00982506	0.0236523	0.0787653	0	5.33095	9.33667
ENSG00000005108	0.260943	0.270221	0.433399	0.288619	0.683487	1.0597	3.18162	1.26042	6.11598	7.84125
ENSG00000005156	40.6823	43.6463	38.6157	35.9293	40.3895	38.5579	18.5136	17.8665	19.0444	22.7968
ENSG00000005175	29.3956	28.01	24.7453	24.5586	20.6288	21.0805	22.9382	24.4057	16.8165	16.8385
ENSG00000005187	2.63243	2.26798	1.16002	0.668613	3.15831	3.38494	1.99559	0.562418	3.98633	3.32572
ENSG00000005189	3.35648	3.64973	4.25351	3.99976	5.04357	5.28245	5.30612	6.25455	17.1976	11.3108
ENSG00000005194	36.5773	44.8077	29.8423	29.086	30.9007	28.9926	60.4715	68.1919	32.8605	26.314
ENSG00000005206	22.128	27.323	22.9964	30.0975	36.431	32.1404	24.6629	31.5351	31.0143	42.2918
ENSG00000005238	3.17047	3.71571	5.72445	6.88431	10.4741	8.14162	16.7027	17.3939	7.97937	7.79643
ENSG00000005243	0.129229	0	0.298561	0	0.479285	0.409864	6.45965	9.92997	14.7449	19.7453
ENSG00000005249	11.1854	12.311	4.81839	3.41566	3.84843	4.46621	26.3103	25.7539	27.7027	17.9812
ENSG00000005302	8.47952	8.68012	11.1377	10.8066	11.0688	11.814	15.5497	17.0238	12.1349	12.1864
ENSG00000005339	14.4824	10.0338	16.8304	16.1958	15.9963	19.598	15.2172	10.6456	31.5988	35.0322
ENSG00000005379	3.38329	2.77862	7.63971	11.8038	15.8968	16.8634	13.2516	16.8141	17.0713	15.003
ENSG00000005381	0.0195813	0.096859	0	0.106425	0.00742832	0.210298	0	0.0106968	0.339269	0.566691
ENSG00000005421	0.0357435	0.0631976	0.102332	0.0340113	0.06375	0	0.193831	0	0	0.225502
ENSG00000005436	8.97639	8.78644	8.01168	9.66918	12.107	14.6861	6.72232	6.02568	7.72515	12.0368
ENSG00000005448	50.1268	26.3414	88.4998	113.411	46.1554	43.4402	19.7591	27.3088	11.891	7.96741
ENSG00000005469	2.82259	2.53782	2.9588	3.79719	4.56907	5.03196	4.87598	4.90829	4.16369	8.76738
ENSG00000005471	0.905707	0.747352	1.2877	1.02104	1.88778	1.90873	1.13059	3.82529	6.92255	3.99186
ENSG00000005483	18.0834	13.2144	22.4922	21.8921	22.7089	28.9817	24.932	26.1848	44.3666	54.2672
ENSG00000005486	15.282	15.0681	22.5597	21.2577	26.6818	21.7509	45.5882	49.4707	17.8723	15.6597
ENSG00000005513	5.25682	6.28398	1.44657	1.95848	2.78584	2.68676	0.921707	2.06903	2.74282	5.48387
ENSG00000005700	17.8027	19.2431	20.389	21.8794	15.0976	16.7235	24.8522	28.5823	26.7339	23.252
ENSG00000005801	45.0209	46.9021	26.0226	25.4286	23.7446	27.374	16.6282	16.8562	12.5251	16.6723
ENSG00000005810	19.1321	13.5233	12.2568	11.2517	11.465	14.3391	30.0243	20.1823	27.5243	35.7087
ENSG00000005812	4.40418	6.53701	7.03758	10.5231	10.7295	12.1274	18.7758	17.4307	23.7235	21.6365
ENSG00000005844	0.0349034	0.00559417	0.074717	0.149442	0.0425642	0.107113	0.412306	0	0.583322	2.68522
ENSG00000005882	4.91835	6.09386	9.75616	10.7375	16.661	13.486	42.8293	41.7387	52.3163	41.3768
ENSG00000005884	12.6166	12.0248	7.03653	4.87882	6.13651	4.01731	13.6581	18.5464	21.6173	26.1186
ENSG00000005889	20.0222	19.5111	18.5132	21.0519	27.0159	26.4946	38.8925	34.5276	30.8995	30.2421
ENSG00000005893	37.7303	34.1116	38.8038	40.102	27.691	26.5766	48.7798	47.7172	33.4503	35.0397
ENSG00000005961	7.79502	4.63664	4.94205	7.61367	5.0702	5.79111	0.48714	0.847596	1.82805	1.71824
ENSG00000005981	0	0	0.0909539	0.0429842	0.058848	0.039861	0.126492	0.0676861	1.04588	0.540024
ENSG00000006007	29.3645	38.591	15.703	14.0779	28.865	25.5285	60.342	66.0713	42.0211	24.1759
ENSG00000006015	42.5846	51.8846	56.6654	53.7435	48.188	39.5167	48.3271	50.0277	45.0524	41.078
ENSG00000006016	9.47458	5.90443	148.319	149.768	9.72159	7.84453	1.61031	0.519524	0.0232597	2.52535
ENSG00000006025	2.95125	2.98674	3.43949	4.74729	4.65105	5.12897	3.29262	3.64329	5.29072	7.23367
ENSG00000006042	35.15	49.384	63.8161	61.2321	130.621	116.106	103.634	99.0154	48.4259	45.4106
ENSG00000006047	8.71093	9.29155	10.0119	10.4907	5.56433	5.39376	5.08919	5.28925	2.26658	1.68249
ENSG00000006059	0	0	0	0	0	0	0	0	0	0
ENSG00000006062	1.80525	1.96166	1.40303	1.70624	1.38081	1.07711	0.70503	0.707435	2.80932	4.08529
ENSG00000006071	0.527385	0.673191	0.895818	0.244797	0.392983	0.694153	0.419021	0.781691	0.59555	0.567294
ENSG00000006116	0	0	0.0287363	0.0827746	0.0261018	0.0546096	0	0	0	0.0961986
ENSG00000006118	26.9588	31.5251	33.8731	38.8568	58.7789	60.222	58.8441	69.93	18.8157	32.9902
ENSG00000006125	63.9133	53.2728	75.8856	79.2841	61.8351	55.7154	77.1756	81.4116	58.9874	50.1726
ENSG00000006128	0.718503	1.32581	0.227278	0.195454	0	0.0305327	0.332446	0.276683	0	0.787127
ENSG00000006194	25.2193	28.1029	25.3063	30.6756	23.5922	23.9696	11.3401	12.0652	15.0902	14.4318
ENSG00000006210	1.21635	1.27154	0.27054	0.0910401	0.0376325	0.0664783	0.632962	0.651943	2.15939	2.46183
ENSG00000006282	11.5481	9.95226	23.3844	29.164	24.8169	23.0134	31.1199	35.6312	35.2247	30.3001
ENSG00000006283	1.40447	1.35919	1.24898	1.6976	1.20658	1.11812	0.359483	0.751829	8.08086	12.2106
ENSG00000006327	69.6706	80.2046	41.5495	31.3753	10.8902	9.6909	59.4598	87.5025	50.4195	46.6016
ENSG00000006377	0	0	0	0	0.0371452	0	0.0198636	0	0.018546	0.0378495
ENSG00000006432	14.6537	8.79591	10.4666	10.1313	4.15044	5.25619	3.1911	3.25576	1.1306	1.67162
ENSG00000006451	35.053	29.1748	24.7057	24.8212	18.5519	21.4723	16.9162	15.7499	18.6375	21.0237
ENSG00000006453	16.1669	14.1378	12.763	15.2479	15.4556	13.9306	4.66858	5.06686	0.93942	1.39598
ENSG00000006459	18.8613	7.18061	18.1613	15.4024	15.1442	17.8677	6.45236	5.18042	5.95348	4.6794
ENSG00000006468	36.8594	36.8999	20.5399	17.9128	16.8464	16.4809	27.5211	33.6015	79.2084	50.539
ENSG00000006530	18.1996	19.6861	22.0287	16.3638	17.2682	16.6348	13.5164	17.3964	15.8432	15.2342
ENSG00000006534	0.21868	0.20058	0.245266	0.407525	0.169247	0.115303	0.0987534	0.0338676	9.94424	2.10121
ENSG00000006555	0.2196	0.175614	0.460748	0.309225	0.0458021	0.0628801	0	0.0288574	0	0.473757
ENSG00000006576	13.8738	12.3316	10.6381	12.9233	12.8943	13.2599	33.4744	25.9485	23.9944	19.6394
ENSG00000006606	10.3107	8.79921	2.74054	3.59837	0.0632271	0	0	0.0910134	0.468667	0.171354
ENSG00000006607	12.6262	13.9378	10.4086	9.09727	12.7158	15.4703	14.4067	14.0148	14.9168	17.3562
ENSG00000006611	0.806445	0.294875	0.395294	0.508904	0.541013	0.762834	0.0290606	0.0349014	3.42677	4.4072
ENSG00000006625	89.5415	105.112	46.2169	43.5167	56.9039	53.8549	37.9481	44.0552	30.6794	24.5159
ENSG00000006634	31.4931	45.1231	33.1171	29.9097	38.0418	39.78	8.7973	10.8566	11.9137	11.4342
ENSG00000006638	0.419197	0.22918	0.84498	0.921038	0.321402	0.522974	0.252556	0.206277	1.78083	1.63209
ENSG00000006652	26.9981	31.816	16.9859	15.3766	25.7311	26.7632	18.6371	22.8106	11.8225	20.9947
ENSG00000006659	0	0	0	0	0	0	0	0	0.187169	0.0451698
ENSG00000006695	11.905	12.3368	12.1389	12.379	9.69847	9.18866	19.699	20.8854	16.1634	12.6496
ENSG00000006704	11.0344	9.42263	13.4301	16.443	10.3539	11.7651	11.3395	13.4648	10.3485	10.6055
ENSG00000006712	9.13177	12.8151	11.7041	13.128	12.6729	10.3393	26.6138	23.8689	20.3471	15.8918
ENSG00000006715	19.7144	20.4853	27.0046	30.1721	35.038	32.0764	33.5334	27.7396	24.5712	22.114
ENSG00000006740	7.45437	7.99009	6.64618	8.14346	11.6317	8.75257	5.33815	6.77255	4.17388	5.44837
ENSG00000006744	37.911	45.0051	25.8218	23.6929	27.6894	27.1481	43.4343	44.3311	25.9948	27.2258
ENSG00000006747	0.107892	0.241616	0	0.0108575	0.0159101	0.0793845	0.0141443	0.119305	0.330906	0.763339
ENSG00000006756	1.44982	2.27988	10.0579	10.278	11.6711	10.7012	16.8643	17.7055	17.6007	17.1892
ENSG00000006757	21.0744	21.1299	34.1275	37.0547	26.7763	19.6725	33.2815	30.5427	8.45314	8.21943
ENSG00000006788	0.00353016	0.00952283	0.0044761	0	0.0271332	0.00996859	0.0134922	0	0.0551002	0.0193935
ENSG00000006831	18.5246	18.4455	14.753	16.267	19.3078	20.3839	21.494	24.8779	25.7795	20.4718
ENSG00000006837	3.93746	1.73937	5.22252	5.62943	2.88574	3.41978	5.89451	6.74474	2.97161	2.67948
ENSG00000007001	0	0	0	0	0	0.0138909	0	0	0.0161313	0.0150343
ENSG00000007038	0.122874	0.111229	0.0571789	0	0	0	0	0	0	0.0750122
ENSG00000007047	15.208	10.4195	22.4301	31.4029	19.4248	20.6659	20.1522	22.0473	17.3454	16.2692
ENSG00000007062	25.5545	32.3428	7.3002	3.94137	16.3791	20.4577	7.75639	0.975091	3.00375	6.31225
ENSG00000007080	34.9233	31.2986	28.6607	27.7464	22.5833	19.8119	33.2117	29.1788	18.914	17.126
ENSG00000007129	0	0	0.0447598	0.117064	0.883684	1.02991	0.701998	0.807951	1.35036	1.4679
ENSG00000007168	79.4033	66.2575	75.1831	76.7961	55.9649	58.4534	65.0076	74.7136	63.9561	72.716
ENSG00000007171	0.336205	0.426674	0.232833	0.198638	2.97415	2.21533	0.0596223	0.0837605	0.468819	0.442352
ENSG00000007174	0.229053	0.465302	2.55713	1.82302	0.56053	0.492332	0.369571	0.309532	0.0603638	0.335028
ENSG00000007202	45.5031	47.2154	26.9466	23.5211	36.6813	41.5936	46.1158	43.0531	39.5786	40.9528
ENSG00000007216	0	0	0	0	0.18115	0.0777965	0.0169995	0	0	0
ENSG00000007237	2.56446	1.89284	6.31586	6.89339	5.07432	4.42312	7.85619	9.13855	19.1838	17.6237
ENSG00000007255	31.9094	21.892	44.3414	47.019	49.3028	45.4943	37.0987	49.5863	14.0402	13.2701
ENSG00000007264	7.96055	8.53534	3.8817	3.54654	1.54674	2.29732	0.312779	0.737181	0.292693	0.453203
ENSG00000007306	0	0	0	0	0	0	0	0	0	0
ENSG00000007312	1.9953	1.818	1.71491	2.61001	1.15316	0.959975	0.116936	0.0780532	0.414001	0.405033
ENSG00000007314	2.16062	2.61726	0.973684	1.00239	2.31652	2.94396	0.168133	0.454651	0.531844	0.234126
ENSG00000007341	8.03208	10.3459	9.56152	11.0997	10.2745	10.2074	10.5312	11.6872	9.25741	13.2869
ENSG00000007350	0	0.106254	0	0.0734105	0	0.0119226	0	0	5.1582	2.03793
ENSG00000007372	0	0.118711	0	0.0157195	0	0	1.01015	0.261567	0.0706394	0.0256648
ENSG00000007376	17.4292	22.9471	17.8804	18.3374	15.6461	13.3763	13.8908	14.3269	8.99998	9.12358
ENSG00000007384	31.1853	23.5153	40.6055	26.6437	13.1155	14.5252	8.9967	10.8574	12.8585	20.659
ENSG00000007392	42.712	41.8223	27.8499	25.9954	34.9551	42.4239	13.6716	16.7898	29.4971	40.5098
ENSG00000007402	3.92131	3.63685	4.06957	3.59045	4.10343	2.73704	1.9685	2.07537	6.46691	6.43811
ENSG00000007516	1.72615	1.69255	3.95119	8.63255	3.18531	3.07743	2.96719	2.9568	1.27378	1.02062
ENSG00000007520	32.9552	41.2601	41.4988	47.1084	40.7123	36.0215	51.7199	49.9358	41.8442	32.0723
ENSG00000007541	12.6966	16.179	20.6599	24.183	29.043	28.1111	27.1059	25.6409	22.0409	21.3079
ENSG00000007545	5.75826	6.57089	8.08045	7.67514	10.3682	11.142	6.48148	7.0137	10.6518	12.0882
ENSG00000007866	8.97645	7.69626	11.329	10.3759	16.0283	14.5033	33.1279	46.9532	29.7951	25.459
ENSG00000007908	0	0	0	0	0.673695	1.46098	0.0901408	0.0262636	0.34525	0.486443
ENSG00000007923	30.5517	30.0899	23.6054	20.9195	15.4782	15.784	25.8569	26.8347	20.4002	18.4252
ENSG00000007933	0.0342593	0	0	0	0	0	0	0	0.0369017	0.06893
ENSG00000007944	15.8593	14.1109	3.48299	3.92051	5.56353	5.0679	19.6577	11.308	17.1279	14.6741
ENSG00000007952	0	0	0	0	0.156671	0.137259	0.14802	0.269001	0.135357	0.022569
ENSG00000007968	1.79774	3.36167	0.653388	0.247433	3.27483	3.08155	0.571257	0.54869	3.97632	5.00057
ENSG00000008018	233.144	280.53	196.598	190.595	179.43	155.915	167.903	158.989	111.415	97.4749
ENSG00000008056	1.12354	0.786233	0.7732	0.712028	0.316716	0.210773	1.30178	1.15378	1.59848	1.7612
ENSG00000008083	63.1505	57.5348	22.8884	25.4598	22.519	19.5944	10.1747	9.52559	6.8743	7.61629
ENSG00000008086	5.68762	5.45551	8.44147	8.4281	8.67569	9.42092	4.63905	5.4732	11.305	12.0323
ENSG00000008118	0.415277	0.198664	0.330183	0.624667	0.621742	0.399944	3.32914	2.16779	2.09545	1.60888
ENSG00000008128	3.80975	3.88443	2.80567	4.1722	4.35114	4.33288	2.83789	2.64797	6.03914	6.70696
ENSG00000008130	26.527	27.8776	16.4744	16.8632	21.9139	21.8302	15.5732	18.7049	17.3868	20.7311
ENSG00000008196	0	0	0	0.0661347	0	0	0.547001	0	0	0.669743
ENSG00000008197	0	0	0	0	0	0	0	0	0	0
ENSG00000008226	0.293457	0.476956	0.635456	1.14392	0.614218	0.7947	0.0584995	0.0316878	0.13457	1.54786
ENSG00000008256	6.37574	5.97465	5.14423	5.07321	5.75029	5.58019	9.91348	11.1525	22.1687	21.5319
ENSG00000008277	6.2924	6.89466	6.08648	4.09852	8.62938	12.0575	2.78613	2.60503	3.02731	5.5527
ENSG00000008282	44.4675	35.528	50.8818	52.5355	31.4889	32.6362	35.5488	35.2761	28.3911	31.1573
ENSG00000008283	9.40481	11.6871	7.54152	9.02494	6.34828	5.17067	3.07752	2.90261	4.3651	5.50926
ENSG00000008294	32.159	24.8651	21.2965	23.5315	18.2691	20.3154	19.8034	21.5008	39.244	42.0051
ENSG00000008300	9.8216	7.13262	7.49127	6.22762	4.69409	5.66973	2.19862	2.37396	0.569081	1.23482
ENSG00000008311	125.098	131.011	32.4282	32.6585	31.1241	29.577	18.8004	20.8497	26.4627	20.7527
ENSG00000008323	8.93972	10.7293	4.18085	3.60001	3.01229	3.10837	0.776338	0.10227	0.130786	0.158911
ENSG00000008324	38.8647	51.7924	27.8398	30.3529	22.001	19.9098	10.2586	14.1591	7.05596	6.86834
ENSG00000008382	8.4829	8.03084	11.8058	12.4108	11.1316	10.5882	8.58243	7.14168	10.6009	8.17483
ENSG00000008394	239.569	238.812	118.476	104.777	73.3071	85.6412	77.6163	127.868	5.47486	14.1987
ENSG00000008405	21.5256	23.4019	11.7717	8.97971	16.948	19.5836	19.5762	18.9801	18.0276	21.772
ENSG00000008438	0.0519465	0	0	0	0	0	0	0	0.0599556	0.068085
ENSG00000008441	0.0791688	0.141007	0.161899	0.256218	0.0206832	0.0129896	0.101956	0.0465167	13.6324	30.055
ENSG00000008513	2.8382	2.50058	2.30182	2.38617	16.6606	11.8431	23.336	20.6317	29.0423	18.7964
ENSG00000008516	12.2276	12.2131	10.754	10.2032	0.547129	0.382909	0	0	1.15438	0.720463
ENSG00000008517	0.332979	0.324827	0.368976	0.122373	0.601027	0.410491	1.95307	0.160997	20.1541	14.8962
ENSG00000008710	28.3834	18.7159	34.0857	40.6114	28.771	32.5309	26.5963	26.2218	42.7661	65.6349
ENSG00000008735	0.383061	0.454699	0.383806	0.674041	0.288285	0.252219	0.403713	0.625559	0.329724	0.90301
ENSG00000008838	28.5437	27.3002	26.2107	30.3121	29.4153	28.6629	37.7354	29.0496	32.3351	36.0735
ENSG00000008853	2.43603	2.67045	3.8537	3.26954	5.41793	4.17543	22.857	22.3497	19.8502	15.1552
ENSG00000008869	8.60466	6.67408	12.1145	14.2635	10.0401	9.63716	11.5195	10.4158	15.5876	14.2495
ENSG00000008952	26.5085	26.0622	25.5046	24.8938	29.2548	28.3207	39.6422	25.7007	24.7955	26.8232
ENSG00000008988	1821.33	1726.79	1859.5	1828.13	1743.81	1648.76	809.718	850.647	1167.86	869.167
ENSG00000009307	332.435	324.964	302.07	324.098	302.657	290.153	282.03	272.866	216.323	166.71
ENSG00000009335	33.8695	35.0919	35.7829	31.7432	27.4227	30.3276	32.8467	31.4582	38.2088	33.6536
ENSG00000009413	3.62642	2.65356	3.20104	3.10383	8.13129	13.6022	9.12438	8.36733	17.9914	16.0741
ENSG00000009694	0.415605	0.197135	2.40762	2.23724	0.379406	0.839816	0.184679	0.211129	0.115552	0.457533
ENSG00000009709	0.00536463	0.0375069	0.259658	0.428165	0.300081	0.190082	0	0	0.0184284	0.0192257
ENSG00000009724	0.192983	0.25231	0	0.0583201	0.0371749	0.0155584	0.0191062	0	0.0664083	0.021314
ENSG00000009765	0	0	0	0.00441504	0	0	0.0433228	0	0.00480792	0
ENSG00000009780	6.51534	7.3461	6.10378	6.02442	5.71749	5.63388	5.38801	6.38306	7.45282	7.50696
ENSG00000009790	0	0	0	0	0.0172742	0	0.159526	0.0139957	0.0801633	1.88043
ENSG00000009830	12.7791	13.677	8.82509	9.97856	9.36454	7.61456	18.5561	19.2534	10.8549	15.1301
ENSG00000009844	39.0242	43.4521	45.9258	47.669	39.9761	39.8961	41.2442	46.5099	30.0657	24.7128
ENSG00000009950	1.59554	1.85558	6.36051	8.41337	1.83428	1.99313	0.280624	0.209601	0.0906711	0.112257
ENSG00000009954	33.199	35.0745	26.6203	22.6779	31.4917	33.5076	30.8546	29.1252	30.5538	27.642
ENSG00000010017	15.9506	15.18	20.1156	22.6198	20.8647	19.6749	24.0027	23.789	24.858	21.1675
ENSG00000010030	0.476806	0.518789	0.0494009	0.0423977	0.0183842	0.0563627	0.0479231	0	0	0
ENSG00000010072	4.71174	6.56301	6.08525	4.60282	7.22756	8.36794	8.24564	7.61682	5.99547	6.9459
